title,author,rating,voters,price,currency,description,publisher,page_count,language,published_date,genre,ISBN_13
Dark Hollow,John Connolly,4.0,16.0,,,"Evil Takes Many Forms. Private Investigator Charlie Parker Hunts Them All. Still Raw From The Murder Of His Wife And Daughter, And The Events Surrounding The Capture Of Their Killer, The Travelling Man, Charlie Parker Retreats To The Wintry Maine Landscape Of His Childhood. By Following In The Steps Of His Beloved Grandfather, Parker Hopes To Heal His Spirit And Get Through The Bitter First Anniversary. But The Echoes Of The Past That Await Him Are Not All Benign. In A Gruesome Re-Enactment Of Parker'S Own Nightmares, Another Young Woman Is Killed With Her Child And His Brief Involvement In Their Lives Impels Parker To Hunt Their Vicious Murderer. As The Death Toll Mounts, Parker Comes To Realise That The True Answer To The Puzzle Lies Thirty Years In The Past, In A Tree With Strange Fruit, In His Own Grandfather'S History, And In The Perverted Desires Of A Monster Incarnate - Caleb Kyle. From The Number One Sunday Times And Multi-Million-Copy Bestselling Author John Connolly Comes A Mesmerising And Chilling Thriller Described As 'Classic American Detective Fiction . . . And Of A Very High Order' By Bernard Cornwell. The Charlie Parker Novels Can Be Read And Enjoyed In Any Order. Dark Hollow Is The Second Book In This Globally Bestselling Series.",Hodder Paperbacks,0.0,English,2010,Horror,9781444704693
Dark Hollow,John Connolly,4.0,16.0,,,"Still Raw From The Brutal Slayings Of His Wife And Daughter, And The Events Surrounding The Capture Of Their Killer, The Travelling Man, Charlie 'Bird' Parker Retreats To The Wintry Maine Landscape Of His Childhood. By Following In The Steps Of His Beloved Grandfather, Bird Hopes To Heal His Spirit And Get Through The Bitter Anniversary Of The Murder. In A Gruesome Re-Enactment Of Bird'S Own Nightmares, Another Young Woman And Child Are Killed, And His Brief Involvement In Their Lives Impels Bird To Hunt Their Vicious Murderer. Rita Ferris'S Estranged Husband, Billy Purdue, Is The Obvious Suspect. But As The Death Toll Mounts, Bird Comes To Realise That The True Answer To The Puzzle Lies Thirty Years In The Past, In A Tree With Strange Fruit, In His Own Grandfather'S History, And In The Perverted Desires Of A Monster Incarnate - Caleb Kyle.",,425.0,English,2000,Horror,9780340766590
The Haunted Mask,R.L. Stine,4.0,10.0,,,"Carly Beth, Who Believes She Has Found The Best Mask For Halloween-With Long Animal Fangs And Yellow-Green Skin-Soon Discovers That She Cannot Take It Off.",,144.0,English,2008-09,Horror,9781536436099
The Ironwood Tree,"Tony Diterlizzi', 'Holly Black",4.0,20.0,,,Ols-N Conf. May/04.,Simon And Schuster,140.0,English,2004-04,Adventure,9780689859397
The Black Arrow,Robert Louis Stevenson,3.5,11.0,,,,,186.0,English,1959,Adventure,9780216909359
Robinson Crusoe,"Daniel Defoe', 'Anthony Masters",,,,,"Following A Terrible Storm, Crusoe Finds Himself Stranded Alone On A Desert Island Off The Coast Of South America, All Of His Companions From His Ship Dead. Over The Next 27 Years, He Builds A Life For Himself On The Island, But Is Terribly Lonely Until He Saves A Native American, Who Crusoe Calls Friday, From Certain Death At The Hands Of Cannibal Captors. The Two Men Become Friends, And Eventually Work Together To Save An English Ship Whose Crew Has Mutinied. When Crusoe And Friday Thwart The Mutineers, The Captain Of The Ship Takes Crusoe Home To England, With Friday As A Loyal Companion. Text Type: Classic Fictiontheme/Topic: Human History, Connections With Native People",High-Fliers,100.0,English,2014,Adventure,9781590550922
Revolution!,Gavin Scott,,,,,"Caught In The Middle Of The Russian Revolution In Petrograd In July 1917, Indiana Jones Tries To Keep His Student Friends Out Of Trouble Without Betraying His Involvement With French Military Intelligence.",Random House Books For Young Readers,140.0,English,1992,Adventure,9780679832386
The Scarecrow And His Servant,Philip Pullman,4.0,1.0,,,"A Wonderful New Tale Of Two Friends: A Scarecrow Made Of Straw And Turnip, And His Servant, A Clever Little Boy Named Jack. Their Journey Of Discovery Takes Them Into Hilarious Situations And Terrifying Dangers, But Jack'S Common Sense Always Saves The Day. This Fantastic Story Of Friendship And Love Is The First Book For Younger Readers From Philip Pullman Since I Was A Rat, And His First Full-Length Book Since The Amber Spyglass.",Doubleday Children'S,229.0,English,2004,Adventure,9780385409803
Treasure Island,Robert Louis Stevenson,5.0,1.0,,,"While Going Through The Possessions Of A Deceased Guest Who Owed Them Money, The Mistress Of The Inn And Her Son Find A Treasure Map That Leads Them To A Pirate'S Fortune.",Collector'S Library,276.0,English,2004,Adventure,9781904633440
River Boy,Tim Bowler,4.0,3.0,,,"A New Mass-Market Edition Of This Carnegie Medal-Winner.One Of The Classic Teenage Novels Of The Nineties, ""River Boy"" Is An Emotional, Moving Book Which Has Had A Profound Influence On Its Readers. Following The Story Of Jess'S Dying Grandfather, And The Marathon River Swim Jess Becomes Caught Up In, It Uses Poetic And Surreal Images Of Water Andswimming To Deal With The Difficult Subjects Of Death And Loss In An Accessible And Affecting Way.* Winner Of The Carnegie Medal And The Angus Book Prize* A Moving Poetic Exploration Of Grief And Loss.* Internationally Successful - Foreign Rights Have So Far Been Sold To America, Denmark, Sweden, Germany, Belgium, Italy, Poland And Portugal. A Film Option Has Been Agreed.* New Cover Treatment To Match Tim Bowler'S Wonderful New Novel, ""Storm Catchers"".* Author Was Born And Brought Up In Leigh-On-Sea, Essex, And Now Lives In Totnes, Devon.","Oxford University Press, Usa",150.0,English,2001,Adventure,9780192751584
Principles Of Criminology,"Edwin Hardin Sutherland', 'Donald Ray Cressey', 'David F. Luckenbill",5.0,1.0,,,"This Classic Has Been The Most Authoritative Text In The Field Since 1924. The Thoroughly Revised Eleventh Edition Continues To Provide A Sound, Sophisticated, Sociological Treatment Of The Principal Issues In Criminology.",Rowman & Littlefield,718.0,English,1992,Crime,9780930390693
Major Barbara,Bernard Shaw,,,,,"When A Salvation Army Officer Learns That Her Father, A Wealthy Armaments Manufacturer, Has Donated Lots Of Money To Her Organization, She Resigns In Disgust But Eventually Sees The Truth Of Her Father'S Reasoning That Social Iniquity Derives From Poverty; It Is Only Through Accumulating Wealth And Power That People Can Help Each Other.",Penguin Group,164.0,English,1960,Crime,9780140480078
A Sociology Of Crime,"Stephen Hester', 'Peter Eglin",,,,,"Approaching The Study Of Crime From Perspectives Taken From Radical Sociology, Hester And Eglin Challenge The Traditional Concern With Criminal Behaviour And Its Causes, Arguing Instead That Crime Is A Matter Of Social Construction.",Psychology Press,312.0,English,1992,Crime,9780415073707
The Warrior'S Path,"""Louis L'Amour""",4.0,8.0,,,1983 Edition : The Louis L'Amour Collection.,,204.0,English,1983,Western,9780553062489
To The Last Man,Zane Grey,,,,,"""They Fought To The Last Man In A Desperate Blood-Feud That Stained The Sands Of The Tonto Basin""--Jacket.",Readhowyouwant.Com,434.0,English,1950,Western,9781442927100
Shalako,"""Louis L'Amour""",5.0,1.0,,,He Rode Wild Country With Wilder Men. He Was A Loner Who Owned Nothing But His Horse And Saddle-And His Guns. He Was A Man Willing To Gamble His Life To Get The Woman He Wanted... He Was Shalako.,Bantam,219.0,English,1995,Western,9780553248586
Bendigo Shafter,"""Louis L'Amour""",,,,,"Eighteen-Year-Old Bendigo Shafter Arrives In A Small Western Settlement With A Group Of Pioneers To Begin A New Life Filled With Struggle, Adventure, And Excitement.",,344.0,English,1979,Western,9780553228878
High Lonesome,"""Louis L'Amour""",3.5,6.0,,,"Considine Finally Made His Big Strike, Hit The Obaro Bank With His Outlaws And Had A Clear Run To The Border. Then They Cut The Trail Of A Beautiful Girl, A Girl With Apaches Closing In On Her. Suddenly The Border Was Forgotten.",,168.0,English,1974-08,Western,9780553231533
Rick Steves Europe Through The Back Door,Rick Steves,,,,,"You Can Count On Rick Steves To Tell You What You Really Need To Know When Traveling Through Europe. With Rick Steves Europe Through The Back Door, You'Ll Learn How To: -Plan Your Itinerary And Maximize Your Time -Pack Light And Right -Find Good-Value Hotels And Restaurants -Travel Smoothly By Train, Bus, Car, And Plane -Avoid Crowds And Tourist Scams -Hurdle The Language Barrier -Understand Cultural Differences And Connect With Locals -Save Money While Enjoying The Trip Of A Lifetimeafter 30+ Years Of Exploring Europe, Rick Considers This Travel Skills Handbook His Life'S Work, And With His Expert Introductions To The Top Destinations In Europe, Choosing Your Next Trip Will Be Easy And Stress-Free. Using The Travel Skills In This Book, You'Ll Experience The Culture Like A Local, Spend Less Money, And Have More Fun.",,,English,2017,Western,9781641711401
Open Range,Lauran Paine,,,,,"The Basis For The Upcoming Film From Touchstone Pictures, Directed By And Starring Kevin Costner, Set For Release August 15. A Former Gunslinger Is Forced To Take Up Arms Again When He And His Cattle Crew Are Threatened By A Corrupt Lawman.",Leisure Books,262.0,English,2003,Western,9780843952612
The Trail To Seven Pines,"""Louis L'Amour""",3.0,1.0,,,Previously Published: Hipalong Cassidy And The Trail To Seven Pines. C1951.,Bantam,262.0,English,1992,Western,9780553083491
Three Wishes,Lisa Manifold,,,,,,,,English,2015-12-21,Young Adult,9781943530045
End Zone Thunder,Scott Ciencin,4.0,1.0,,,"Jonas Lightning Fine Is Flashy, While Hank Thunder Wilde Exudes Power. Will Thunder And Lightning Rip The Cyclones Apart, Or Will The Two Wide Recievers Come Together To Create The Perfect Offensive Storm?",Capstone,57.0,English,2010-08,Graphic Novels,9781434227843
Bmx Breakthrough,Carl Bowen,,,,,"Bill Lost His Grip While Doing A Superman And Slammed Into The Concrete. Now, He'S Afraid To Take Flight.",Capstone,57.0,English,2011-07,Graphic Novels,9781434234018
Snowboard Standoff,Scott Ciencin,,,,,"Isaac Is Far From Cold-Hearted, But On His Team, You Either Fall In Line, Or You Fall By The Wayside.",Capstone,57.0,English,2011-07,Graphic Novels,9781434234032
Power At The Plate,Scott Ciencin,4.0,1.0,,,"Jake Is The Vikings' Biggest Star. But Jake'S Brother, Luke, Is Tired Of Standing In His Shadow.",Capstone,57.0,English,2011-07,Graphic Novels,9781434234001
Geronimo Stilton #6: Who Stole The Mona Lisa?,Geronimo Stilton,,,,,"When The Pirate Cats Travel Back In Time To Steal Leonardo Da Vinci'S Mona Lisa, Geronimo Stilton And His Friends Try To Stop Them.",,56.0,English,2010-10-26,Graphic Novels,9781597072212
Out From Boneville,"Jeff Smith', 'Steve Hamaker",4.0,88.0,,,"The Bone Adventures Tell The Story Of A Young Bone Boy, Fone Bone, And His Two Cousins, Phoney Bone And Smiley Bone, Who Are Banned From Their Homeland Of Boneville. When The Cousins Find Themselves Mysteriously Trapped In A Wonderful But Often Terrifying Land Filled With Secrets And Danger - And Special New Friendships - They Are Soon Caught Up In Adventures Beyond Their Wildest Dreams. In Out From Boneville, The Three Bone Cousins Are Separated And Lost In A Vast Uncharted Desert. One By One, They Find Their Way Into A Deep, Forested Valley Where They Come Face To Face With...",Scholastic Inc.,14.0,English,2005,Graphic Novels,9780439706407
Soccer Longshot,C. J. Renner,5.0,1.0,,,"Matty Hasn'T Improved His Soccer Skills In A While, So He Switches Things Up By Playing Some Street Ball.",Capstone,57.0,English,2011-07,Graphic Novels,9781434234025
Henry V,John Mcdonald,,,,,"Classic Graphic Novels, The New Collection From Lucent Books, Brings The Classics To Life For A Whole New Generation Of Readers. Designed Especially For Young Fans Of The Classics, Comic Book Buffs And Reluctant Readers, This Collection Utilizes A Fresh Blend Of Contemporary Storytelling And Captivating Artwork To Entertain, Educate And Encourage Students To Return To These Stories Again And Again.",Lucent Press,0.0,English,2010,Graphic Novels,9781420503715
The Hardy Boys #6: Hyde & Shriek,"Scott Lobdell', 'Daniel Rendon",3.0,1.0,,,Frank And Joe Hardy Struggle To Keep Murder Off The Menu At Manhattan'S Mysterious Jekyll And Hyde Club.,St. Martin'S Press,122.0,English,2006-07-25,Graphic Novels,9781597070287
Nancy Drew #6: Mr. Cheeters Is Missing,"Stefan Petrucha', 'Sho Murase', 'Carolyn Keene",3.5,3.0,,,"Contemporary Detective, Nancy Drew, Teams With Her Friends To Solve New Mysteries.",St. Martin'S Press,116.0,English,2006-08-08,Graphic Novels,9781597070300
